education,food,commerce,finance,health,kindergarten,school,edu_buf,food_buf,fin_buf,commerce_buf,subway_buf,bus_buf,tram_stop,building_id,y,x
0,0,0,0,0,2,2,0,0,0,0,0,0,0,282,"59.86140591","30.19442308"
0,0,0,0,0,4,2,0,0,0,0,0,0,0,283,"59.99753916","30.19415327"
0,0,0,0,0,4,2,0,0,0,0,0,0,0,284,"59.99880442","30.19442522"
0,0,0,0,0,4,2,1,0,0,0,0,0,0,285,"59.83078375","30.19454910"
0,0,0,0,0,4,2,0,0,0,0,0,0,0,286,"59.82986525","30.19474460"
0,0,0,0,0,2,2,1,0,0,0,0,0,0,287,"59.98610108","30.19484497"
0,0,0,0,0,3,2,1,0,0,3,0,1,0,288,"59.99983077","30.19458105"
0,0,0,0,0,6,1,0,0,0,0,0,0,0,289,"59.85542252","30.19489197"
0,0,1,0,0,3,2,1,1,0,2,0,0,0,290,"59.98873467","30.19475637"
1,0,0,0,0,4,4,0,0,0,4,0,0,0,291,"59.85189198","30.19459078"
0,0,0,0,0,6,1,1,0,0,7,0,0,0,292,"59.85963505","30.19465745"
0,0,1,0,0,4,2,1,1,2,3,0,0,0,293,"59.83182858","30.19533237"
0,1,1,0,1,4,4,0,0,2,4,0,0,0,294,"59.85217215","30.19474041"
0,0,0,0,0,6,2,0,1,0,17,0,0,0,295,"59.85840551","30.19624626"
0,0,0,0,0,3,2,0,1,0,3,0,0,0,296,"59.98899066","30.19538783"
1,0,1,0,0,6,1,0,0,0,0,0,0,0,297,"59.85386196","30.19615019"
0,0,0,0,0,6,2,2,0,0,4,0,1,0,298,"59.85709410","30.19578130"
1,1,1,0,1,5,3,0,1,2,4,0,0,0,299,"59.85260286","30.19543727"
0,1,1,1,1,6,3,2,2,0,6,0,0,0,300,"59.99946197","30.19708638"
0,0,1,0,0,4,2,0,0,5,2,0,1,0,301,"59.83241270","30.19757195"
0,0,1,0,0,6,1,0,0,0,13,0,0,0,302,"59.85917181","30.19597732"
0,0,0,0,0,6,2,0,0,0,1,0,0,0,303,"59.99711270","30.19585050"
0,0,0,0,0,2,2,0,0,0,0,0,0,0,304,"59.98582658","30.19579450"
0,0,0,0,0,3,2,0,1,0,3,0,0,0,305,"59.98879341","30.19636555"
0,1,1,0,1,4,1,0,2,0,5,0,0,0,306,"59.86122276","30.19625741"
0,0,1,0,0,5,2,0,1,0,6,0,1,0,307,"59.99458433","30.19693251"
