building_area,living_area,population_balanced,y,x,building_id
716.984,1327.4,58,59.99348661,30.30883588,1959
1114.71,7022.69,327,59.87036871,30.30859951,1960
995.787,3427.1,154,59.8749269,30.30864866,1961
665.348,2551.5,121,59.99298884,30.30899915,1962
3552.52,22205.2,880,60.06592087,30.3101364,1963
785.965,2494.55,106,59.8753921,30.30924836,1964
1236.16,8708.2,367,60.06073706,30.30970716,1965
4843.76,9621,379,60.05870923,30.31082239,1966
995.472,2090.49,21,59.90765637,30.30938739,1967
905.663,3492.3,153,59.99693331,30.30964474,1968
1004.68,7032.74,329,59.86786647,30.30921936,1969
5040.4,35697.3,1583,60.06323436,30.3116304,1970
950.899,6656.29,297,59.8697243,30.3092582,1971
1072.48,4445,221,59.8514612,30.31001555,1972
1146.86,4458.8,183,59.99626279,30.30985345,1973
905.751,3488.3,140,59.99531331,30.31010774,1974
873.208,6112.46,312,59.87040472,30.30966816,1975
876.067,6132.47,282,59.8671801,30.3097363,1976
1151.99,4429,205,59.8502339,30.30975965,1977
6306.57,4414.599,177,60.05442494,30.31058451,1978
2087.29,14039.5,578,60.06414307,30.31104868,1979
961.113,3417,134,59.8749363,30.30983811,1980
4884.79,22151,981,59.87082193,30.31104084,1981
309.353,1969.5,77,59.99734894,30.3103164,1982
1147.24,4476.1,182,59.99656416,30.3107578,1983
2926.39,29592.5,1318,59.87373431,30.31089502,1984
1140.45,4471,211,59.8497658,30.3106092,1985
1107.29,3431.5,170,59.87494259,30.31053684,1986
2398.29,21104.3,986,59.86664021,30.31104944,1987
722.611,2509,110,59.87542085,30.31107999,1988
13961.7,51843.1,2245,60.05280643,30.3120427,1989
817.638,2504,106,59.87241059,30.31093132,1990
695.316,2398,110,59.87181653,30.31130712,1991
1164.19,9779.21,435,59.98849121,30.31126035,1992
985.021,6981.6,319,60.05936633,30.31130397,1993
1411.09,3818.1,177,59.98904578,30.31187083,1994
905.693,3542,138,59.99491459,30.31153958,1995
634.389,10192,480,60.055027,30.31138001,1996
4975.59,53060,2479,59.86877284,30.31170223,1997
4477.27,68950,1887,59.84058868,30.3123852,1998
1072.48,4396,206,59.8514874,30.31207695,1999
4779.05,33198,896,59.83937954,30.31231531,2000
1138.86,4478,215,59.84928385,30.3115061,2001
905.724,3509.8,153,59.99630798,30.31200619,2002
2791.27,34192.6,952,59.83635162,30.31176966,2003
634.323,10233.2,491,60.05442985,30.31172888,2004
1146.93,4482.1,200,59.99697179,30.31203903,2005
1200.94,11788,522,60.06553667,30.31222532,2006
1233.79,4102,172,59.87497445,30.31170474,2007
2586.53,45289,2012,60.05652927,30.31198087,2008
4423.83,26312,1190,59.87071135,30.31258553,2009
2146.4,10517.4,441,59.98816287,30.31270411,2010
1243.21,4111,181,59.87227215,30.31188865,2011
634.345,10230.9,429,60.05383245,30.31208605,2012
765.479,5770.5,276,60.06210334,30.31223164,2013
985.097,6944.2,284,60.05915593,30.31234255,2014
4982.25,30527,1434,59.86681731,30.31281924,2015
4349.46,40102,1107,59.83477929,30.31268828,2016
905.756,3548.4,153,59.99420395,30.31244637,2017
905.662,3539.2,151,59.99754335,30.31251604,2018
2886.78,35214.2,993,59.83303078,30.31289119,2019
2087.68,13994.3,572,60.06511731,30.31321822,2020
400.385,280.27,9,60.00029236,30.31245762,2021
5836.19,44938.6,662,59.9074446,30.3128751,2022
603.871,6763.35,111,59.90633148,30.31247016,2023
5356.42,49431,2224,59.87314307,30.31261639,2024
665.492,2555.8,107,59.99467238,30.31289633,2025
939.092,7194,331,59.87496174,30.31263789,2026
6060.81,26768,1248,59.84923622,30.3137677,2027
978.064,3439.6,155,59.98947177,30.31323628,2028
978.893,3471.3,148,59.98867415,30.31320191,2029
1219.64,4479,193,59.8509736,30.31302943,2030
905.788,3483.5,147,59.99395271,30.31355924,2031
870.657,5954.1,158,60.02227705,30.3132542,2032
1121.99,4484,168,59.84932063,30.31317988,2033
4499.62,31962.4,1309,60.05881096,30.3144571,2034
905.707,3541.2,146,59.99687335,30.31357136,2035
11341.6,45968.3,2011,59.9999985,30.316049,2036
3414.56,49059.2,2158,60.05178428,30.31419434,2037
3464.98,40559.3,1779,60.05296231,30.31424557,2038
1252.37,14026.5,225,59.90334977,30.31377127,2039
978.394,3411.98,141,59.99874858,30.31387661,2040
4411.94,19275,924,59.85122282,30.31379315,2041
950.733,5989.62,182,60.02680982,30.31370383,2042
1147.53,4095.68,181,59.9980855,30.31397485,2043
579.133,4716.5,119,60.02640264,30.31390981,2044
1159.15,6200.1,257,59.99456367,30.31432367,2045
968.382,3389.34,140,59.98816291,30.31416791,2046
1869.09,16913.4,760,60.06188281,30.31509124,2047
978.8,3445.3,150,59.98878086,30.31434,2048
665.232,2568.8,109,59.99523505,30.31459881,2049
978.431,3451.9,147,59.99925768,30.31477345,2050
2046.65,13337,402,59.83801925,30.31467236,2051
2160.51,13154.3,384,60.02251964,30.31458015,2052
5261.76,37315.2,1575,60.06279066,30.31691483,2053
1730.11,10206.7,442,59.99002784,30.31532665,2054
905.758,3356.7,127,59.9959672,30.31476502,2055
700.665,2539.9,109,59.98934664,30.3146737,2056
978.337,3413,132,59.99727644,30.31483605,2057
1671.48,22230.6,589,59.83336047,30.31464133,2058
21.2486,342.103,11,60.02699051,30.31502463,2059
1147.16,4123.9,194,59.9983964,30.31497994,2060
3358.04,23380,649,59.83479827,30.31488489,2061
841.194,6712,181,59.83697746,30.31492138,2062
5161.4,65033.6,1802,59.85688661,30.31558869,2063
859.587,6747.7,168,59.83258353,30.31517125,2064
1985.66,11761,302,59.8316257,30.31503879,2065
482.937,338.056,27,60.05500464,30.31503154,2066
696.082,5659.4,179,60.02660147,30.31526354,2067
923.159,3527,101,59.85292783,30.31507819,2068
978.987,3426.45,137,59.98892315,30.31549054,2069
1655.75,16713.8,726,60.05581496,30.31551763,2070
905.289,3489.3,142,59.99465519,30.3157249,2071
3819.9,27095.1,1143,60.0573459,30.31661043,2072
905.75,3520.52,132,59.99525339,30.31567849,2073
981.753,3202.6,97,59.85254325,30.3159151,2074
482.884,5296.4,221,60.05389561,30.31567538,2075
978.298,3443.7,152,59.99946536,30.31604767,2076
978.758,3457.87,152,59.99636778,30.3160251,2077
1061.68,8586,259,59.85809562,30.31588006,2078
1655.85,16825.5,670,60.05469743,30.31615867,2079
1147.36,4118.8,162,59.99880909,30.3162457,2080
1492.36,10333,479,60.06005432,30.3161449,2081
3919.7,27428,372,59.90465547,30.31651122,2082
799.209,11748.4,359,60.02757717,30.3161159,2083
1991.31,13398.2,368,59.83991652,30.31680401,2084
966.675,9633,249,59.83766619,30.31615487,2085
1591.83,13325,389,59.83827836,30.31689738,2086
463.426,1689.97,59,59.98934184,30.3163016,2087
1629.71,13382,363,59.83704126,30.31695254,2088
1898.97,13338,353,59.83540219,30.31704295,2089
2205.86,12770,313,59.83159543,30.31654173,2090
4386.76,13806.8,204,59.90311495,30.31744577,2091
649.805,6368.09,162,59.85858063,30.31652874,2092
683.948,2515.9,73,60.0259255,30.31640379,2093
966.727,9728.3,246,59.83479059,30.31631487,2094
765.418,5554.5,265,60.06126591,30.31648712,2095
1633.97,13355,393,59.83423155,30.31712314,2096
1895.43,13370,366,59.83259731,30.31720706,2097
920.695,3491.77,113,60.02640005,30.31694992,2098
1725.76,16173,678,59.99063523,30.31711818,2099
559.874,5828.5,247,60.06077352,30.31657874,2100
621.942,2011.83,82,59.98958426,30.31671044,2101
1008.71,6481.4,265,60.0560167,30.31711712,2102
1655.94,16600.7,721,60.05384617,30.3170259,2103
1148.13,4130.4,192,59.99560093,30.31703571,2104
3280.71,23253,991,60.05974584,30.31795541,2105
855.354,9627.7,416,60.05197517,30.31719703,2106
1147.11,4111.1,193,59.99910755,30.31715702,2107
693.686,2514.28,78,60.0244277,30.31702597,2108
706.528,2723.1,126,59.98988935,30.31721476,2109
1393.82,5002,145,59.8591409,30.31746251,2110
2386.17,9303,261,59.85241052,30.31828839,2111
2080.79,17314.2,738,60.04270138,30.31739451,2112
974.504,3467.6,161,59.99980896,30.31763345,2113
700.497,2519.3,96,59.9961624,30.31751039,2114
1415.59,22791,622,59.85716168,30.31734168,2115
683.46,11003.7,301,59.85666924,30.31735609,2116
2524.91,1767.44,20,59.90562109,30.31742447,2117
722.81,4553.7,128,60.02571101,30.31761364,2118
842.63,9437.46,419,60.0510402,30.31785127,2119
728.126,2534,62,59.85318,30.31739965,2120
2304.28,19355.9,850,60.04250249,30.31799704,2121
1310.46,14645.1,648,60.05249084,30.31768515,2122
641.655,2353.17,67,60.02422049,30.31787406,2123
978.955,2749.5,113,59.99542048,30.31812541,2124
607.528,3827.43,99,60.02487737,30.31792957,2125
807.905,5889.04,233,60.04346329,30.31793366,2126
680.036,2378.15,74,60.02611397,30.31786852,2127
3634.33,16213.6,709,60.04900597,30.31843292,2128
657.732,2470.4,118,59.998327,30.31815122,2129
2693.05,17397.7,716,60.05542169,30.31967301,2130
2365.89,1656.123,66,59.99100037,30.31859687,2131
1805.22,11831,554,60.05463279,30.31894663,2132
978.311,3403.6,143,59.99883418,30.31858606,2133
1077.32,3691,94,59.85961155,30.31844199,2134
2841.58,23436,695,59.83912859,30.3185851,2135
1231.25,4391,182,59.99602334,30.31881001,2136
1741.94,19468.9,799,60.05227099,30.31927019,2137
8833.68,6139.3,254,60.04004442,30.31978131,2138
2873.72,23530,615,59.83624647,30.31874629,2139
2331.35,16536,730,60.05875675,30.3191978,2140
1144.05,4081,170,59.99961847,30.31869222,2141
1523.74,8396.7,353,60.04372137,30.31911614,2142
2660.67,8618.3,363,59.99460674,30.31909032,2143
623.09,2267.94,56,60.02457345,30.31848941,2144
2847.26,23551,715,59.8334511,30.31890465,2145
5800.13,41400.6,1846,60.06187483,30.32027973,2146
1414.79,22778.1,630,59.85717822,30.31865135,2147
682.596,10989.8,306,59.85668706,30.31866533,2148
1311.68,918.176,37,60.05073577,30.31882656,2149
949.04,3434.8,150,59.99794384,30.3189198,2150
786.76,2657.6,73,59.859061,30.31906437,2151
750.694,2516,65,59.85320761,30.31876922,2152
1330.5,4779,152,59.86017879,30.31919302,2153
700.461,2535.7,116,59.9966993,30.31917844,2154
1742.31,19465.4,847,60.05134066,30.31992968,2155
747.2,2527,79,59.90780162,30.31907403,2156
887.452,2959,79,59.90812952,30.31918184,2157
2808.85,19961,888,60.05723368,30.32033304,2158
586.147,1257,30,59.90716585,30.3190232,2159
1158.84,2542,60,59.9068636,30.31916391,2160
787.171,2755.1,79,59.90648373,30.31895648,2161
456.847,1295,27,59.90613685,30.31896355,2162
423.718,1058.2,23,59.90590874,30.31897382,2163
770.034,1513,42,59.90556395,30.31896595,2164
530.58,371.406,15,60.06047517,30.31907807,2165
2391.37,12047,333,59.90463218,30.31977804,2166
247.351,561,19,59.90576725,30.31940815,2167
646.892,2513.2,107,59.9974316,30.31931025,2168
282.454,197.7178,8,60.06067434,30.31928676,2169
144.408,404.342,15,59.90583773,30.31931021,2170
1459.01,12952.6,544,60.06025904,30.31998591,2171
1034.61,9396.7,418,60.05667292,30.31989268,2172
1507.82,9833.6,451,60.04902706,30.31958861,2173
674.163,1893,62,59.90746625,30.31935077,2174
700.229,2353.89,105,59.99883599,30.31967305,2175
2250.61,14181.6,610,60.05010918,30.3208396,2176
688.333,1432,33,59.90550712,30.31972928,2177
1297.18,4949.5,203,60.04142357,30.32004397,2178
3634.88,16215.8,694,60.04589327,30.32025569,2179
1266.04,20383.3,556,59.85713133,30.31970725,2180
1895.74,14473.7,642,60.04333259,30.32045881,2181
2145.01,7826,203,59.90801013,30.32013934,2182
1909.1,6266,162,59.85863649,30.32025537,2183
1346.43,8712.1,382,60.05340812,30.32066362,2184
978.427,3424.4,145,59.99743193,30.32035764,2185
1129.9,10473.4,445,60.0608087,30.32051382,2186
1266.19,20385.6,540,59.85532846,30.3199266,2187
1582.35,5997.1,267,60.04072063,30.32036259,2188
2218.72,10920,271,59.85284453,30.32029012,2189
1782.84,5769,170,59.86041677,30.32024054,2190
641.701,2098,59,59.90750046,30.3199095,2191
978.534,3425.4,124,59.99671542,30.32024352,2192
43.7845,30.6492,2,59.9067815,30.31995521,2193
241.971,193,3,59.90700295,30.32009518,2194
2694.95,17364.1,801,60.04857851,30.32161109,2195
620.545,1096.3,40,59.99618416,30.32035723,2196
1030.61,3443,78,59.85954972,30.32023641,2197
978.511,3427.4,145,59.99452585,30.320707,2198
428.3,3163.7,123,60.0595744,30.32039314,2199
2397.88,9325,273,59.85410657,30.32054695,2200
157.621,220.67,4,59.90621335,30.32045263,2201
1688.25,5266.5,233,59.9953228,30.32085509,2202
496.624,1089,25,59.90692082,30.32051292,2203
700.564,2531.4,109,59.99276049,30.32072851,2204
700.317,2369.67,86,59.99791825,30.32078583,2205
5102.21,36066.8,968,60.02485878,30.3219997,2206
1161.84,4209.3,158,59.99860706,30.3210278,2207
5390.88,37908.2,1690,60.05740885,30.32198409,2208
4740.46,17823.5,416,59.8724632,30.32165304,2209
377.814,1004,17,59.87867431,30.32086312,2210
455.599,1307,37,59.87844824,30.32087756,2211
2796.23,9579,273,59.87756246,30.32092987,2212
1842.91,18999.2,881,60.04774021,30.32138063,2213
1221.95,2999,77,59.87667603,30.32143466,2214
432.362,1127.2,24,59.87643415,30.32099575,2215
454.572,1263,30,59.87619769,30.32101289,2216
1171.51,3554.5,130,60.04166635,30.32123995,2217
4293.22,13800.8,338,59.87501039,30.32162426,2218
1206.51,11097.5,497,60.04714193,30.32181326,2219
2354.46,9888.73,236,59.87371484,30.3211434,2220
1092.66,3161,80,59.8787278,30.32169204,2221
981.133,2756.28,119,59.99655862,30.32162535,2222
407.89,1713.14,62,59.87375728,30.32151772,2223
284.215,1280.3,19,59.86461888,30.32137522,2224
2591.02,14960.7,448,60.01346714,30.32191979,2225
3949.35,14101,341,59.863408,30.3214667,2226
1150.44,4145.9,192,59.99713304,30.32174517,2227
978.494,3460.94,142,59.99365664,30.32185494,2228
1408.03,5053.26,199,59.99292627,30.32177217,2229
1146.33,10201.5,388,60.05276088,30.32190521,2230
876.875,2699,82,59.87614718,30.32198723,2231
916.871,2558,67,59.8781204,30.32189943,2232
894.693,3153,84,59.87710123,30.3219141,2233
1278.15,8729.2,373,60.05095002,30.32193463,2234
1385.3,4960,134,59.8646022,30.32233503,2235
1985.64,14971.2,676,60.05141506,30.32249957,2236
1315.29,10127.7,407,59.99529746,30.322359,2237
1177.71,824.397,33,60.054877,30.32225518,2238
1897.58,6260.4,153,59.85689549,30.32191836,2239
1834.79,14604,656,60.04191391,30.32259976,2240
1199.17,3522.7,176,60.04028809,30.32203928,2241
482.849,5222.1,242,60.05329983,30.32194753,2242
1995.72,6560,141,59.8555522,30.32203117,2243
1675.91,5195.3,207,59.99592019,30.32274814,2244
3079.47,7921.1,335,60.04603523,30.32289694,2245
71.9532,201.469,5,59.86254445,30.3219205,2246
1694.82,5580.7,125,59.86295698,30.32252088,2247
1558.27,21775.2,927,60.05410042,30.32241621,2248
2648.69,10732.3,562,60.03244396,30.32242372,2249
1154.01,12690,501,59.99338973,30.32255586,2250
1176.75,13790.3,654,60.03150519,30.32251903,2251
6352.81,39622.6,1720,60.04071639,30.32364227,2252
2504.8,14312.7,688,60.03375095,30.32256143,2253
352.576,3455.25,75,59.90610201,30.32232901,2254
421.252,3140.6,150,60.05028078,30.32249693,2255
1283.49,7931.9,358,60.04972644,30.32265005,2256
1333.87,4410.7,117,59.87556025,30.32330235,2257
1827.04,6090,161,59.87202043,30.32352165,2258
1197.77,9222.84,370,59.99463131,30.32333816,2259
691.608,1895,41,59.8565132,30.32286775,2260
1056.56,4637,90,59.85728316,30.32319437,2261
683.568,2392.49,51,59.85596745,30.32291538,2262
1048.69,9543.11,232,59.90649524,30.32277295,2263
1442.68,9418.8,409,60.05814191,30.32308858,2264
941.813,3268,88,59.87758117,30.32265894,2265
526.445,3756.3,147,59.9971184,30.32282889,2266
875.221,3085.5,75,59.86416754,30.32329115,2267
1181.93,5333,102,59.85521772,30.32334843,2268
1759.25,4980,124,59.87867013,30.32351776,2269
338.664,1111.2,40,59.99748922,30.32286724,2270
411.253,287.8771,12,60.04724648,30.32295585,2271
471.636,700.2,15,60.01346852,30.32289483,2272
2185.52,24477.8,1082,60.04799337,30.32345568,2273
2325.36,7465.1,164,59.87418053,30.32358185,2274
2386.04,10021.4,249,59.87339336,30.32352241,2275
740.892,3183,81,59.87816563,30.32342815,2276
881.116,2751,53,59.87711643,30.32344305,2277
1743.34,13902.1,651,60.03107016,30.32359281,2278
1772.72,8572,206,59.87640765,30.32376183,2279
1130.34,5287,126,59.87776355,30.32352082,2280
5911.94,6838.2,320,60.03630459,30.3241597,2281
1306.09,4451,118,59.86370543,30.32377056,2282
973.272,5028.1,224,60.04383979,30.32383809,2283
672.376,5177.3,218,59.99538776,30.32378472,2284
316.857,3496.3,135,60.06047938,30.32364256,2285
414.071,3155.4,172,60.03253926,30.32366317,2286
2253.23,9467,224,59.86446527,30.32434223,2287
3350.52,14069,328,59.85627567,30.32383228,2288
316.864,3479.9,151,60.06112662,30.32379157,2289
1326.85,12469.4,594,60.03326325,30.32374441,2290
414.366,290.0562,12,60.03389586,30.32390619,2291
876.654,3676.1,65,59.90517211,30.32421398,2292
1694.01,14101.2,591,60.05143027,30.32432423,2293
770.997,5461.4,263,60.03509661,30.3244785,2294
2350.79,20258.7,594,60.00097228,30.32469868,2295
2813.47,49235.8,1187,59.90477531,30.32502003,2296
3843.05,27125.8,1222,60.06109187,30.32536097,2297
414.048,3149,172,60.03424394,30.32446357,2298
765.84,5904.3,246,60.05055262,30.32457011,2299
692.594,2139.1,97,59.99359328,30.3246761,2300
740.7,5267.3,243,60.04609009,30.32460477,2301
585.445,5511.8,234,60.04509522,30.32452492,2302
4365.73,17747,463,59.87768164,30.3250366,2303
2976.04,10156.8,461,60.04368389,30.32534677,2304
2482.94,20397.1,918,60.05222867,30.32608478,2305
317.004,3488.8,142,60.05977885,30.32453045,2306
4749.96,30522,1262,60.05855448,30.32639037,2307
12.3329,8.63306,1,60.03776673,30.3245175,2308
2392.46,15451,661,60.05609693,30.3254745,2309
964.31,6077.2,262,60.05756663,30.32531588,2310
1244.77,9584.77,359,59.99453039,30.32472044,2311
3328.38,23234.2,1152,60.03420664,30.32680037,2312
1102.56,4828.5,120,59.85453509,30.3249154,2313
2149.97,20038.1,850,60.04778407,30.32570695,2314
4468.03,27056,1234,60.05532263,30.32728299,2315
2317.56,9404,192,59.85384098,30.32562542,2316
4180.28,19969.6,903,60.0427921,30.32607501,2317
428.395,299.8765,12,60.03231403,30.32507117,2318
1251.67,7878.3,353,60.04472709,30.32576096,2319
2472.67,15486.7,691,60.0460053,30.32585977,2320
309.436,1991,74,59.99391727,30.32517743,2321
1487.74,6829,146,59.85002315,30.32516993,2322
1346.96,8771.4,396,60.05097608,30.32598055,2323
1895.7,7410,161,59.8506607,30.32613965,2324
771.311,5506.2,273,60.03515386,30.32566525,2325
1399.6,979.72,39,60.0317013,30.32532903,2326
227.104,317.945,9,60.02159777,30.32532813,2327
833.624,4059,99,59.85475442,30.32566382,2328
850.822,3151,136,60.04862368,30.3255314,2329
1010.74,707.518,28,60.03844557,30.32577826,2330
429.37,300.559,12,60.03110886,30.32559258,2331
4611.41,53244.8,2392,60.05370978,30.32667154,2332
842.426,2323,42,59.8496532,30.32591072,2333
2741.28,23026.7,1056,60.0396838,30.32627886,2334
3473.87,31042.2,922,60.02277212,30.32658089,2335
1233.72,2688,49,59.82899282,30.3258907,2336
818.936,3249,83,59.8776873,30.3259033,2337
11.3553,198.718,1,59.82177363,30.32641975,2338
1233.63,2174,48,59.82802613,30.32595463,2339
3515.82,23836.3,1062,60.04962283,30.32800355,2340
1954.07,8962,161,59.84164138,30.32607679,2341
3563.62,11494.4,494,60.04847762,30.32802167,2342
1520.69,12773.8,628,60.03123941,30.3270502,2343
513.773,4452,104,59.82708581,30.32610411,2344
807.941,3050,71,59.85424388,30.32609256,2345
513.733,4457,96,59.82618438,30.32615878,2346
323.211,3551.7,138,60.05723974,30.32621805,2347
513.891,4471,95,59.82389891,30.32629387,2348
3820.05,26972.3,1309,60.0359988,30.32731789,2349
717.649,5285.4,277,60.03596354,30.32652253,2350
1332.29,14780.5,657,60.03764858,30.32658934,2351
513.898,4476,81,59.82292381,30.32632957,2352
779.65,5726,291,60.03286239,30.32649832,2353
766.149,5921.3,268,60.04684701,30.32652183,2354
2421.58,9406,250,59.87858351,30.32717621,2355
3450.14,13506,320,59.87770971,30.32704156,2356
3834.05,13884,329,59.87658603,30.32726357,2357
1672.43,8287.38,265,59.95409456,30.32689366,2358
1450.14,14017,350,60.02182359,30.32699584,2359
2829.64,17103,362,59.82967999,30.32790875,2360
219.632,153.7424,6,60.05669237,30.32671743,2361
532.138,372.4966,15,60.04705182,30.32680954,2362
1514.25,9940,439,60.05756756,30.32747381,2363
1662.97,8640.1,248,60.00135223,30.32694775,2364
1190.73,12888.5,531,60.05661367,30.32727175,2365
376.005,514.3,17,60.0006455,30.32701622,2366
891.591,6218.8,252,60.04451586,30.32733802,2367
1079.58,7858,180,59.82574116,30.32728875,2368
805.573,8584,163,59.82775815,30.32697865,2369
937.797,8403,175,59.82821137,30.32718832,2370
2166.24,8551,191,59.85377413,30.32812403,2371
935.032,6650,155,59.82721693,30.32702315,2372
715.064,2393,45,59.8496785,30.32736658,2373
862.375,7360,160,59.82665813,30.32706727,2374
993.007,8341.26,399,60.04079202,30.32750165,2375
949.701,13171.5,279,59.81964626,30.32738693,2376
1431.96,20306.1,440,59.82059021,30.32760148,2377
583.468,5650,141,59.82623904,30.32719496,2378
4258.35,30316.2,1476,60.03806551,30.32934592,2379
1231.08,2669.1,86,59.9546507,30.32758388,2380
766.179,5993.5,273,60.04735442,30.32742672,2381
1021.25,11251.4,536,60.03333243,30.32745684,2382
1717.12,11146.4,260,59.82896983,30.3277136,2383
959.506,3428,77,59.8436606,30.32731851,2384
1618.62,8880,174,59.84090408,30.32752919,2385
2617.06,21983.3,1036,60.03228118,30.32838708,2386
1853.18,7873,166,59.85070455,30.32845864,2387
1014.46,710.122,28,60.04636155,30.32802885,2388
986.48,14173.6,326,59.8201127,30.32756993,2389
3715.27,65017.2,1379,59.81917627,30.32847572,2390
1747.82,27442.2,595,59.82153978,30.32758019,2391
324.332,2858,63,59.82615963,30.32765394,2392
3339.28,7446.21,240,59.95277733,30.32841654,2393
3057.81,19720.7,877,60.05118679,30.32861452,2394
627.629,4791.5,180,60.0467881,30.32797785,2395
769.865,6334,140,59.82831505,30.32809557,2396
2135.09,6067.1,272,60.04545083,30.3282629,2397
376.538,400.7,10,60.00144009,30.32782802,2398
3500.26,13798,378,59.99533761,30.32879956,2399
511.336,1762.6,48,59.95488731,30.32805863,2400
376.008,514.7,15,60.00112157,30.32796306,2401
819.354,6564.8,291,60.05239434,30.32816787,2402
936.89,3399,63,59.85480708,30.32846057,2403
680.084,2495.1,63,59.85428373,30.32795576,2404
451.14,4513,97,59.82617881,30.32811685,2405
78.5146,54.96022,2,60.03348145,30.3279309,2406
376.583,457.7,12,60.0008155,30.32808866,2407
1004.74,3441,71,59.84367264,30.32812527,2408
518.578,1482.18,41,59.95508716,30.32833994,2409
2657.99,22565,1023,60.04695364,30.32887621,2410
984.159,4544.7,137,59.9538862,30.32862394,2411
713.952,5189,109,59.82553409,30.32828635,2412
4676.12,47987.9,2292,60.04274297,30.32924058,2413
1285.57,4232.3,91,59.84976511,30.32902202,2414
1616.96,16298.6,358,59.82668394,30.32876131,2415
415.125,290.5875,12,60.03125649,30.32853122,2416
2989.61,7762,220,59.95455718,30.32894327,2417
3545.9,2482.13,92,60.03943984,30.33023431,2418
2901.81,19740.1,980,60.04068674,30.33010609,2419
2070.8,16329.9,719,60.05202211,30.3299216,2420
1373.68,4627,124,59.87533287,30.3287929,2421
1810.3,8973,206,59.84013746,30.32891562,2422
1079.22,7442,161,59.82908394,30.32900523,2423
2715.49,19651.6,910,60.04218664,30.33000499,2424
769.726,6332,122,59.82832827,30.32924007,2425
4583.36,21660.8,542,59.8723211,30.33002624,2426
483.329,5264.9,280,60.0367914,30.32904929,2427
950.34,3461,73,59.8436708,30.3289787,2428
2028.94,14702,404,59.87322592,30.33005738,2429
1782.94,18247.9,817,60.05821025,30.32964598,2430
2517.79,13420,429,59.95420198,30.32963001,2431
31.3684,21.95788,1,59.8757159,30.3290923,2432
500.468,1904.5,47,59.85457814,30.3291698,2433
724.645,2638,60,59.85414429,30.32918727,2434
719.554,2663.84,76,59.95288327,30.32937421,2435
1041.44,3477,88,59.8756843,30.32984645,2436
1911.78,10028.1,283,59.95379567,30.33039983,2437
756.442,2630,59,59.85036557,30.32938459,2438
1529.69,9999,414,60.05505276,30.32992582,2439
2276.24,24208,1134,60.03440739,30.32983182,2440
899.342,3453,75,59.8420588,30.32989113,2441
3870.94,18057,782,60.05415311,30.33125293,2442
585.85,5538.9,245,60.03351497,30.3296628,2443
1884.91,6736.81,205,59.99569405,30.33015609,2444
1767.15,11894,663,60.04398806,30.33014654,2445
5669.54,36157.5,1723,60.03178777,30.33085145,2446
1571.3,12729.8,510,60.0479606,30.3301111,2447
576.194,4119,102,59.84268181,30.32983997,2448
982.339,3354,81,59.84368444,30.32982015,2449
4853.12,21065,502,59.86110755,30.33048857,2450
1549.94,16134,348,59.82774052,30.33044556,2451
1107.44,3455.8,100,59.86003535,30.3298842,2452
4823.68,20868.2,516,59.8589748,30.33061097,2453
3660.38,23181.3,1027,60.04901195,30.3307849,2454
774.609,8446,172,59.82917044,30.33039109,2455
585.449,5475.4,302,60.04485112,30.33013212,2456
640.897,8021.9,385,60.04141412,30.33025525,2457
1974.8,8973,188,59.83938503,30.33031864,2458
895.668,3477,63,59.84162916,30.33067425,2459
845.412,6066.11,282,60.03314836,30.3308341,2460
821.076,2100,59,59.87464214,30.33071016,2461
441.317,3688.4,149,60.03394378,30.33052321,2462
5704.86,35307.9,1608,60.05744711,30.33278804,2463
40.2891,28.20237,1,59.8757362,30.33060715,2464
680.313,2543,49,59.84214285,30.33095401,2465
2153,17985.2,764,60.05099311,30.3312004,2466
3360.42,24920.6,534,59.82977963,30.33280372,2467
932.148,3484,67,59.8413344,30.33123312,2468
1401.76,4849,121,59.87536231,30.33092895,2469
1229.54,13329,301,59.8287388,30.33103439,2470
405.973,3973,79,59.828216,30.33108779,2471
610.798,4246.69,221,60.04614755,30.33119787,2472
1720.28,11631.8,624,60.04524574,30.33141579,2473
2621,26786,1309,60.04202931,30.33173504,2474
1140.79,7950.6,452,60.04413989,30.33148958,2475
2279.68,17605.2,959,60.04716594,30.33174323,2476
3288.71,20941.2,885,60.05524553,30.33214711,2477
921.33,4544,181,60.05015855,30.33160347,2478
883.481,618.4367,25,60.03438402,30.33148762,2479
3374.14,56685.6,1250,59.82372022,30.33226819,2480
1944.34,8931,205,59.83862807,30.33171389,2481
933.648,3469,74,59.84090989,30.33200679,2482
1310,10541.1,503,60.033695,30.33217216,2483
1309.88,10595.1,476,60.03269063,30.33181183,2484
3414.45,6017.1,281,60.03450611,30.33334232,2485
312.364,3499.4,144,60.05697408,30.33192403,2486
1168.5,4297,117,59.860664,30.33243945,2487
948.82,6186.2,162,59.86144084,30.33244146,2488
978.433,4171.1,114,59.85947367,30.33252687,2489
667.069,2521,67,59.8414304,30.33230113,2490
2405.99,17222.7,964,60.04341246,30.33313203,2491
974.39,4374.3,107,59.8585343,30.33258205,2492
6175.18,30258.4,961,59.9540737,30.33381707,2493
423.752,3165.8,191,60.04022609,30.33219654,2494
937.85,3460,79,59.84061564,30.33255306,2495
1325.86,6938.9,392,60.04382512,30.33273654,2496
1133.62,19838.4,935,60.04195445,30.33242537,2497
2877.61,2014.327,81,60.0420593,30.33293673,2498
